close,high,ignore,low,open,close_time,number_of_trades,open_time,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,volume
41597.66000000,41654.99000000,0,41564.29000000,41628.46000000,1705820399999,22500,1705816800000,14555761.59549420,155.27992000,6461660.89923020,349.76971000,
41648.51000000,41669.94000000,0,41587.27000000,41597.66000000,1705823999999,19741,1705820400000,11861883.71192460,155.14230000,6457225.63415770,284.99252000,
41663.96000000,41710.00000000,0,41648.50000000,41648.50000000,1705827599999,23125,1705824000000,17671150.03460350,210.03513000,8756575.12266790,423.86113000,
41747.53000000,41747.53000000,0,41663.96000000,41663.96000000,1705831199999,25623,1705827600000,17949218.71314500,236.90897000,9880797.39471710,430.35767000,
41785.99000000,41826.97000000,0,41709.99000000,41747.52000000,1705834799999,34773,1705831200000,29965948.50776750,361.17133000,15086728.15872960,717.32999000,
41719.89000000,41795.61000000,0,41686.00000000,41786.00000000,1705838399999,25127,1705834800000,16760023.31858480,175.49606000,7328293.97013910,401.37890000,
41735.99000000,41821.10000000,0,41700.91000000,41719.90000000,1705841999999,30798,1705838400000,21265302.82718970,287.51395000,12003911.26164830,509.28923000,
41859.53000000,41862.02000000,0,41735.98000000,41735.99000000,1705845599999,33524,1705842000000,28926964.67872720,367.58855000,15367038.18912660,691.91268000,
41787.50000000,41881.39000000,0,41757.25000000,41859.52000000,1705849199999,35478,1705845600000,26371583.14244560,312.92007000,13087175.97103890,630.51659000,
41656.28000000,41860.00000000,0,41605.00000000,41787.49000000,1705852799999,44847,1705849200000,40818621.55560310,454.09617000,18944903.02311080,978.43312000,
41607.18000000,41673.06000000,0,41525.00000000,41656.27000000,1705856399999,34426,1705852800000,32921680.35216730,354.68635000,14758003.24570560,791.19285000,
41678.00000000,41695.07000000,0,41599.39000000,41607.18000000,1705859999999,24725,1705856400000,20065960.24372280,273.86098000,11407868.59961500,481.67127000,
41681.09000000,41729.77000000,0,41627.00000000,41677.99000000,1705863599999,24610,1705860000000,19499796.15110900,224.31273000,9351182.89575840,467.73485000,
41719.40000000,41720.00000000,0,41635.25000000,41681.09000000,1705867199999,23292,1705863600000,15022566.14339110,165.74794000,6907919.05794210,360.44499000,
41643.91000000,41772.75000000,0,41618.68000000,41719.39000000,1705870799999,36665,1705867200000,28608489.84053330,260.48114000,10861073.84857210,686.10169000,
41785.91000000,41811.10000000,0,41620.27000000,41643.90000000,1705874399999,23411,1705870800000,17516097.29302160,228.65391000,9537540.47186930,419.96350000,
41633.39000000,41785.91000000,0,41620.23000000,41785.90000000,1705877999999,22254,1705874400000,14207351.55291730,126.20506000,5262993.33893670,340.64799000,
41580.33000000,41676.78000000,0,41500.98000000,41633.39000000,1705881599999,28409,1705878000000,24938805.51932880,255.60854000,10626930.32019990,599.79607000,
41657.43000000,41683.53000000,0,41467.58000000,41580.32000000,1705885199999,45171,1705881600000,39845822.05811330,476.28892000,19805473.97260810,958.26920000,
41363.37000000,41689.65000000,0,41263.60000000,41657.43000000,1705888799999,67183,1705885200000,81998839.03267150,950.38986000,39351999.31898720,1980.37830000,
41317.98000000,41426.03000000,0,41258.10000000,41363.38000000,1705892399999,37898,1705888800000,34085821.38920400,382.39069000,15807495.42916790,824.53378000,
41197.04000000,41343.99000000,0,41058.22000000,41317.97000000,1705895999999,57902,1705892400000,58962414.98902420,662.47453000,27287926.96147450,1431.49598000,
40786.41000000,41221.99000000,0,40768.00000000,41197.04000000,1705899599999,68068,1705896000000,83023401.73232180,881.74732000,36152921.12657220,2024.89969000,
41138.46000000,41157.23000000,0,40684.00000000,40786.41000000,1705903199999,94874,1705899600000,83621559.94777720,1119.03173000,45798411.11337570,2043.09323000,
41205.99000000,41321.17000000,0,41009.16000000,41138.47000000,1705906799999,91110,1705903200000,66027624.76333700,837.64291000,34486731.54769860,1603.68724000,
41043.70000000,41214.00000000,0,40978.63000000,41205.99000000,1705910399999,43528,1705906800000,43106079.48397010,486.64947000,20000679.95260540,1048.82053000,
40959.00000000,41043.71000000,0,40761.87000000,41043.70000000,1705913999999,72690,1705910400000,81242969.20163070,880.63434000,36013719.68474090,1986.47106000,
40744.85000000,41047.51000000,0,40610.00000000,40958.99000000,1705917599999,69055,1705914000000,70498757.59823170,897.71013000,36680435.40187450,1725.51154000,
40703.91000000,40852.10000000,0,40364.63000000,40744.86000000,1705921199999,169389,1705917600000,131890249.22969780,1597.52079000,64884190.94788960,3247.98208000,
